Id,Score,Col_1,Col_4,Col_6,Col_7,Col_9,Col_11,Col_12,Col_15,Col_17,Col_18,Col_19,Col_20,Col_23,Col_24,Col_27,Col_28,Col_29
11077,5,9,a,2,16,b,d,a,r,g,2,2,b,2,d,f,a,b
11078,1,14,a,2,5,b,d,f,r,i,0,10,a,3,b,f,a,b
11079,1,7,a,4,16,c,a,a,b,b,1,0,a,1,c,b,a,b
11080,3,17,a,3,4,b,d,a,k,i,1,11,b,3,b,h,a,b
11081,2,13,a,5,16,b,a,f,i,a,2,9,a,2,b,b,a,b
11082,7,10,a,3,16,b,d,f,k,i,3,3,a,3,b,f,a,b
11083,14,16,a,2,18,b,d,h,k,g,0,5,a,1,b,f,a,b
11084,2,13,b,4,6,b,c,a,i,a,2,1,a,1,d,b,a,b
11085,1,10,b,3,13,b,d,a,k,i,3,0,a,1,b,f,a,b
11086,5,7,a,2,0,b,d,b,k,f,3,6,b,1,b,f,a,b
11087,1,0,a,0,15,b,d,f,k,f,1,0,b,1,b,f,a,b
11088,4,18,b,0,5,b,c,a,b,a,1,0,b,1,b,b,a,b
11089,1,0,a,0,2,b,d,f,j,i,2,0,a,1,b,g,a,b
11090,1,17,a,2,0,b,d,b,q,i,3,1,a,1,b,f,a,b
11091,15,19,a,1,7,c,d,f,k,i,3,0,a,1,b,h,b,b
11092,3,17,a,2,18,b,c,a,i,c,1,0,b,1,b,b,a,b
11093,1,20,a,6,12,d,c,f,i,c,1,0,b,1,b,j,a,d
11094,4,4,a,2,2,b,d,f,r,f,2,0,a,1,b,f,a,d
11095,3,18,b,2,6,b,d,f,r,i,1,6,a,1,b,f,a,b
11096,1,4,a,1,11,d,a,f,e,c,1,1,a,1,d,b,a,b
11097,2,11,b,0,4,b,c,a,b,a,1,7,b,1,b,b,a,b
11098,11,17,a,0,2,b,d,f,k,i,1,0,a,1,b,f,a,b
11099,1,6,a,1,16,b,d,a,j,f,0,0,a,1,b,f,a,b
11100,1,20,a,1,12,b,c,f,a,a,0,0,a,1,b,j,a,b
11101,1,20,a,5,8,b,c,f,d,f,4,3,b,1,b,a,a,b
11102,7,18,a,3,5,b,d,a,r,i,0,6,a,1,b,f,a,b
11103,12,18,b,0,4,b,d,f,k,i,1,0,b,1,b,f,a,b
11104,7,23,a,3,9,b,c,f,i,f,1,6,b,1,b,j,a,b
11105,4,7,b,4,7,b,d,f,r,i,1,2,b,1,b,f,a,b
11106,2,17,a,3,11,b,c,a,d,c,0,0,b,1,b,a,a,b
11107,1,18,a,2,8,b,c,f,i,c,1,0,a,1,b,b,a,b
11108,1,19,a,1,4,b,d,f,r,i,1,2,b,1,b,f,a,b
11109,2,0,b,0,4,b,c,a,b,a,2,2,b,3,b,b,a,b
11110,7,20,a,0,13,b,d,c,r,i,0,10,b,2,b,f,c,b
11111,4,6,a,0,3,b,d,h,k,g,0,2,a,3,b,f,a,b
11112,7,22,a,2,14,b,c,c,i,c,3,8,a,3,b,j,a,b
11113,4,20,b,4,13,b,c,a,i,a,0,1,b,1,c,j,a,b
11114,1,16,b,2,4,b,d,a,j,g,0,8,b,1,b,h,a,b
11115,4,10,a,7,17,b,d,f,j,i,1,4,b,3,b,f,a,b
11116,5,9,a,1,7,b,c,f,b,b,3,1,a,1,b,b,a,d
11117,1,2,a,1,3,b,d,f,r,i,3,1,b,1,b,f,a,b
11118,6,1,a,0,8,b,d,h,l,f,1,1,b,3,b,h,a,b
11119,1,18,a,0,14,b,e,f,r,f,3,0,a,1,b,f,a,b
11120,1,10,b,1,4,b,d,a,j,h,1,5,b,2,b,f,a,b
11121,28,11,a,0,9,b,c,f,b,c,1,0,b,1,b,j,b,c
11122,4,6,a,4,7,b,c,f,b,c,4,2,a,1,b,b,a,b
11123,10,16,a,2,18,b,a,a,b,c,1,0,a,1,b,b,a,d
11124,8,2,a,1,6,b,d,f,k,i,1,0,a,2,b,h,a,b
11125,6,22,a,2,12,b,c,c,e,c,1,4,a,3,b,j,a,b
11126,11,21,a,3,18,b,d,f,j,i,3,2,b,1,b,f,a,b
11127,1,5,b,3,4,b,c,a,d,a,1,3,a,4,b,b,a,b
11128,4,19,a,1,14,b,d,f,r,i,2,0,a,1,b,l,b,b
11129,1,10,a,0,18,b,d,f,r,i,1,8,a,3,b,f,a,b
11130,4,6,a,1,16,b,d,h,r,g,0,11,b,4,b,h,a,b
11131,5,15,b,3,9,b,c,f,e,a,2,5,a,1,b,j,a,b
11132,1,18,a,4,0,b,c,b,e,b,1,8,b,1,b,b,a,b
11133,1,15,a,1,5,b,a,f,i,a,1,0,b,3,b,j,a,b
11134,1,13,a,4,0,b,c,b,b,a,2,0,a,1,b,e,a,b
11135,1,3,a,2,17,b,d,f,j,i,1,2,b,1,b,f,a,c
11136,4,2,a,1,6,b,a,f,i,a,1,2,a,1,b,b,d,b
11137,10,21,a,4,11,b,c,h,i,c,1,8,a,1,b,j,a,b
11138,1,1,a,0,4,b,c,g,i,a,5,5,a,3,b,b,a,d
11139,1,16,a,6,11,b,d,a,k,g,0,0,a,1,b,h,a,b
11140,5,17,b,2,3,b,c,a,h,f,1,2,a,2,b,b,a,b
11141,9,12,a,4,3,d,d,f,r,i,1,9,b,1,b,h,a,b
11142,6,17,a,5,7,b,c,h,b,f,1,8,b,1,b,b,a,b
11143,2,11,b,1,5,b,c,a,b,a,3,8,b,3,b,b,a,b
11144,4,11,a,2,13,b,c,f,i,f,4,3,a,1,b,j,a,b
11145,1,15,a,4,3,b,c,a,b,a,1,0,a,1,b,b,a,b
11146,4,0,a,0,5,b,a,a,b,a,3,0,a,1,b,b,a,b
11147,8,8,a,5,4,b,e,g,l,f,1,0,a,2,b,h,a,b
11148,6,11,a,3,17,b,d,f,m,i,3,8,a,1,b,f,a,b
11149,1,19,b,2,15,b,d,a,r,i,0,0,a,1,b,f,a,b
11150,14,19,b,5,18,b,d,f,j,i,1,3,b,1,b,f,a,b
11151,1,8,a,4,11,b,c,f,i,c,1,0,a,2,b,j,e,b
11152,5,18,a,7,0,b,a,b,i,b,0,3,b,3,b,j,a,b
11153,8,21,a,1,8,b,d,f,k,i,1,6,a,0,a,f,a,b
11154,1,18,a,0,10,b,c,f,a,c,3,1,a,1,b,a,a,d
11155,5,17,b,3,15,b,d,a,k,i,0,0,b,1,b,f,a,b
11156,1,17,a,1,16,b,c,f,h,b,4,1,a,1,b,b,a,b
11157,4,14,b,1,10,b,c,h,e,c,1,2,b,1,b,j,a,b
11158,5,11,b,4,12,b,d,a,q,i,5,3,b,2,b,f,a,b
11159,2,14,a,3,10,b,c,f,e,f,1,0,a,1,b,j,a,b
11160,4,20,a,4,1,b,d,f,k,f,1,3,a,2,b,g,a,b
11161,2,16,a,3,14,b,c,a,b,f,3,0,b,1,b,b,a,b
11162,6,6,a,4,11,b,d,c,j,i,1,10,a,2,b,f,a,b
11163,4,17,a,0,9,b,a,f,i,f,1,0,a,1,b,j,a,b
11164,8,17,a,1,1,b,d,g,r,g,4,6,a,1,b,h,a,b
11165,11,16,a,3,14,b,c,f,b,f,2,1,b,1,b,b,a,b
11166,1,7,b,5,8,b,e,a,j,i,2,1,a,1,b,h,a,d
11167,26,18,a,1,18,b,d,f,k,f,1,0,a,1,b,g,a,b
11168,7,17,a,2,7,b,d,a,j,i,0,0,b,1,b,h,a,b
11169,4,7,b,3,1,b,c,f,i,a,1,8,b,1,b,j,a,b
11170,13,11,b,4,10,b,c,f,a,c,3,0,a,1,b,j,a,b
11171,8,17,a,1,13,b,c,h,i,f,6,3,a,1,b,j,a,c
11172,3,16,a,4,6,b,c,a,b,a,3,5,b,3,a,b,a,b
11173,7,4,a,3,16,b,d,f,k,f,2,0,b,1,b,f,a,b
11174,1,7,b,5,1,b,d,f,m,i,0,5,a,1,b,f,a,b
11175,8,12,a,3,16,d,c,c,b,b,2,2,a,1,b,b,a,b
11176,1,5,a,3,8,b,f,a,l,f,0,0,a,1,b,f,a,b
11177,4,4,a,3,2,b,c,f,b,a,1,1,a,1,b,b,a,b
11178,1,5,a,3,4,b,d,b,k,f,4,0,a,3,b,g,f,b
11179,1,19,a,0,13,b,c,a,a,c,0,0,b,1,b,b,a,b
11180,7,18,a,5,12,b,c,a,a,c,1,0,a,1,b,b,a,b
11181,1,20,a,1,12,b,c,c,i,c,1,0,a,1,b,b,a,b
11182,6,12,a,2,1,b,c,b,b,a,4,5,b,3,b,b,a,b
11183,8,23,a,3,13,b,c,c,i,a,3,1,b,3,b,b,a,b
11184,11,18,a,3,11,b,d,f,k,i,3,3,a,3,b,f,a,b
11185,1,17,a,2,5,b,d,f,k,i,1,11,a,2,b,l,a,b
11186,5,5,a,1,6,b,a,a,e,b,1,0,b,1,b,b,a,b
11187,4,22,a,1,18,b,c,f,e,c,1,0,b,1,b,b,a,b
11188,2,17,b,1,15,b,d,a,r,i,1,4,b,1,b,l,a,b
11189,4,7,a,5,14,b,d,f,j,i,0,5,a,1,b,f,a,b
11190,4,6,a,2,4,b,c,b,b,a,1,4,a,2,b,c,a,b
11191,1,8,a,0,1,b,c,b,i,a,3,0,b,2,b,e,f,b
11192,4,0,a,0,18,b,d,c,k,i,5,0,a,3,b,f,c,b
11193,1,7,b,1,10,b,c,f,i,c,5,5,b,1,b,j,a,d
11194,2,6,b,0,4,b,d,g,r,g,1,0,a,3,b,h,a,b
11195,6,18,b,0,14,b,c,h,e,c,1,5,a,1,b,b,a,d
11196,2,17,a,1,6,b,d,a,n,f,1,0,b,3,b,f,a,b
11197,4,17,a,0,17,b,c,a,i,a,0,9,a,3,b,b,a,b
11198,1,20,a,0,12,b,d,a,r,g,0,5,b,1,d,h,a,b
11199,2,7,a,4,14,b,d,f,r,f,1,0,b,3,b,f,a,b
11200,1,13,a,3,6,b,d,a,k,i,1,9,a,2,b,f,a,b
11201,1,18,a,3,14,b,d,f,r,f,0,0,b,1,b,f,a,b
11202,1,16,a,3,7,b,d,h,k,g,1,6,a,1,b,h,a,b
11203,1,3,b,0,5,b,c,a,b,a,1,0,a,2,b,b,a,b
11204,1,4,a,2,14,b,c,a,b,b,1,0,b,1,b,a,a,b
11205,1,5,a,3,15,b,d,a,k,g,1,4,b,3,b,h,a,b
11206,1,15,b,2,14,b,d,f,r,i,1,4,b,1,b,f,a,b
11207,4,3,a,2,18,b,d,f,j,f,4,0,a,3,b,h,a,b
11208,6,15,a,3,14,b,d,h,r,g,0,10,b,1,b,h,a,c
11209,8,7,b,4,10,b,d,f,k,i,3,3,a,1,b,f,a,b
11210,1,3,b,2,13,b,c,f,i,c,2,2,a,1,b,b,a,b
11211,2,4,a,1,15,b,d,f,r,i,3,4,b,3,b,f,a,b
11212,8,12,a,2,18,b,c,f,i,b,3,0,b,1,b,b,a,b
11213,2,13,a,1,3,b,c,f,a,f,2,2,a,3,b,b,a,b
11214,1,5,a,4,0,b,c,b,b,a,2,3,b,2,b,b,f,b
11215,1,7,a,0,4,b,d,b,r,i,1,0,a,1,b,f,a,a
11216,8,20,a,2,6,b,d,f,l,i,0,9,a,1,b,f,b,b
11217,7,8,b,1,8,b,c,f,i,a,0,6,b,3,b,a,a,b
11218,1,6,b,4,13,b,e,f,k,i,1,1,b,1,b,h,a,b
11219,1,15,a,5,14,b,c,f,b,a,2,6,b,3,b,b,a,b
11220,1,17,a,2,10,b,c,h,b,f,1,7,a,3,b,a,a,b
11221,4,12,b,2,11,b,d,f,k,i,5,3,b,1,b,f,a,b
11222,8,19,a,3,6,b,d,f,k,i,0,1,a,1,b,f,a,b
11223,13,17,a,5,18,b,e,h,n,g,0,11,b,1,b,f,a,b
11224,3,7,a,0,14,b,d,c,m,f,0,0,b,3,b,i,e,b
11225,1,6,b,4,1,b,d,b,n,i,1,4,a,1,b,f,a,b
11226,4,10,a,4,16,b,c,f,b,b,3,1,b,1,b,b,a,b
11227,1,16,b,1,3,b,d,h,j,g,1,0,b,3,b,h,a,b
11228,1,12,a,3,9,c,c,f,e,c,3,0,b,3,b,a,a,b
11229,1,6,a,4,7,b,c,a,b,c,1,0,a,3,b,b,a,b
11230,3,8,a,1,15,b,c,f,b,a,1,5,b,1,b,b,a,b
11231,1,2,a,1,5,b,c,a,b,a,1,2,b,1,b,b,a,b
11232,1,12,a,1,10,b,d,f,k,i,0,9,b,1,b,f,b,c
11233,7,2,a,1,16,b,d,f,r,i,0,2,a,1,b,f,a,b
11234,1,5,a,3,5,b,c,a,b,a,3,0,b,2,b,b,a,b
11235,1,1,a,0,7,b,c,c,i,f,0,0,a,1,b,j,a,b
11236,3,17,a,6,6,b,d,a,k,i,0,11,a,1,b,f,g,b
11237,1,18,a,4,11,b,d,a,r,g,1,0,b,1,b,f,c,a
11238,2,13,a,4,2,b,c,f,b,f,0,0,a,0,b,b,a,b
11239,1,22,b,4,11,b,c,f,i,c,1,0,b,1,b,j,a,b
11240,2,3,a,3,0,b,d,f,k,i,1,1,b,1,b,h,a,b
11241,19,17,b,4,12,b,d,f,n,f,3,0,a,1,b,f,a,b
11242,4,14,b,2,15,b,d,f,r,i,1,5,b,1,b,f,b,b
11243,2,2,a,1,18,b,a,a,e,f,3,0,b,3,d,b,a,b
11244,1,4,b,2,5,b,d,a,r,i,1,3,b,2,b,h,a,b
11245,4,8,a,5,7,b,a,a,b,f,3,5,b,1,b,b,a,b
11246,1,17,a,3,9,b,d,f,r,i,0,5,a,3,b,h,a,b
11247,13,21,a,3,18,b,d,f,n,i,3,0,b,1,b,h,a,b
11248,4,5,a,3,2,b,d,f,k,i,0,1,a,1,a,f,a,b
11249,4,14,a,0,4,b,d,b,n,i,0,1,b,1,b,h,a,b
11250,1,19,a,0,7,b,c,a,d,c,2,4,a,2,b,j,a,b
11251,4,18,b,2,14,b,c,a,a,c,1,0,a,1,b,b,a,b
11252,1,7,b,4,13,b,e,f,k,i,6,0,a,1,b,f,a,b
11253,10,3,a,2,3,b,c,f,b,a,4,3,a,3,b,b,a,b
11254,2,13,a,1,5,b,c,a,i,a,0,3,b,3,b,b,a,b
11255,3,9,a,2,2,b,d,b,n,i,3,2,a,1,b,i,a,b
11256,2,15,a,4,4,b,d,a,r,i,1,0,b,3,b,h,a,b
11257,4,12,b,4,9,b,c,h,i,a,4,2,a,1,b,j,a,b
11258,1,19,a,4,11,b,d,h,j,g,0,0,b,1,b,l,a,b
11259,5,15,a,3,1,b,c,c,e,a,1,0,b,1,b,j,a,b
11260,1,17,a,4,17,b,d,f,j,i,3,2,a,1,b,l,a,a
11261,4,18,a,2,8,b,c,a,e,f,3,3,a,3,b,a,a,b
11262,16,15,a,3,1,b,c,b,b,a,0,4,a,3,b,b,a,b
11263,1,1,a,0,5,b,d,f,k,i,1,0,b,3,a,f,a,b
11264,1,15,a,0,7,b,c,f,b,f,1,10,a,1,b,b,a,b
11265,2,14,a,4,13,b,d,f,r,f,3,0,a,1,b,f,a,b
11266,1,4,a,3,8,b,d,f,r,i,4,2,a,1,b,g,a,b
11267,9,18,a,3,18,b,d,a,r,g,3,6,a,1,b,f,a,b
11268,2,17,b,4,2,b,c,a,i,a,0,4,a,1,b,b,a,b
11269,16,8,a,4,7,b,c,d,b,c,2,6,b,1,b,b,a,c
11270,2,16,a,4,17,b,d,a,j,g,1,11,a,3,b,f,a,b
11271,3,11,b,1,5,b,c,a,b,a,1,0,b,3,b,b,a,b
11272,1,19,a,4,18,b,c,c,e,b,3,4,b,1,b,b,a,b
11273,5,19,a,6,8,b,d,f,r,f,0,0,b,1,d,f,a,b
11274,1,0,a,0,6,b,a,a,i,a,0,0,b,1,b,b,a,b
11275,4,0,a,0,1,b,d,b,r,f,2,0,a,2,b,f,f,b
11276,1,16,a,1,5,b,e,a,m,g,3,2,b,3,b,f,a,b
11277,4,17,a,3,7,b,c,f,d,f,1,0,a,1,b,b,a,b
11278,7,5,a,3,18,b,c,f,i,b,1,0,a,1,b,b,a,b
11279,1,12,a,3,13,b,d,a,r,g,3,10,b,2,b,g,a,b
11280,2,18,a,2,10,b,c,f,d,b,0,3,b,1,b,d,a,b
11281,8,21,b,2,2,b,d,f,r,i,1,2,a,1,b,h,a,b
11282,2,19,a,4,8,b,d,f,r,i,0,9,a,1,b,h,a,b
11283,1,7,a,5,16,b,c,f,b,b,0,5,b,3,b,b,a,b
11284,2,18,a,0,2,b,c,f,d,b,0,7,a,2,b,b,a,b
11285,4,10,a,0,15,d,c,f,a,f,3,0,b,1,d,a,a,b
11286,1,16,a,0,6,b,d,a,k,i,1,11,b,3,b,f,a,b
11287,1,3,a,2,4,b,d,b,k,i,5,2,a,3,b,f,f,b
11288,4,17,a,1,5,b,d,f,r,f,0,0,b,3,b,f,b,b
11289,1,3,a,2,3,b,c,f,b,a,0,2,a,3,a,b,a,b
11290,4,3,a,2,7,b,c,f,i,c,2,1,a,1,b,b,a,b
11291,4,16,a,0,8,b,c,a,e,c,3,1,a,1,b,b,a,b
11292,1,14,a,3,2,b,d,f,l,f,2,0,b,1,b,f,a,b
11293,14,5,a,3,17,b,c,f,e,f,1,5,a,1,b,b,a,b
11294,1,18,a,5,6,b,d,a,n,g,0,11,a,1,b,h,a,d
11295,4,16,a,4,0,b,d,b,o,i,1,3,b,3,b,l,a,b
11296,3,6,a,3,6,b,d,h,k,g,1,3,b,2,b,h,a,b
11297,1,14,a,6,12,d,d,f,r,i,2,5,a,1,b,f,a,b
11298,5,5,b,3,3,b,d,f,k,i,1,0,a,1,b,f,a,b
11299,2,16,a,3,0,b,d,f,j,f,1,3,a,1,b,f,a,d
11300,2,7,a,5,3,b,a,a,b,f,1,0,a,3,b,b,a,b
11301,4,14,a,3,4,b,d,g,r,g,0,5,b,3,b,f,a,b
11302,1,18,a,1,4,b,e,g,k,g,0,0,a,1,b,l,a,b
11303,12,8,a,4,15,b,c,f,d,c,1,0,a,1,b,b,a,b
11304,2,13,a,5,6,b,c,f,b,a,3,0,b,3,d,b,a,b
11305,2,17,a,1,5,b,d,a,k,g,1,7,a,1,b,h,a,b
11306,6,16,a,2,10,b,c,f,b,a,3,0,b,1,b,j,a,b
11307,1,16,a,5,13,b,c,f,i,a,0,7,a,1,b,a,a,b
11308,5,0,a,0,15,b,c,f,a,a,1,0,a,3,b,b,a,b
11309,1,17,a,1,6,b,c,a,h,a,5,10,b,1,b,b,a,b
11310,6,14,a,0,5,b,d,a,r,i,1,0,a,1,b,f,a,b
11311,6,8,b,5,5,b,c,a,d,b,1,4,a,3,b,b,a,b
11312,4,12,a,6,6,b,d,c,r,i,3,4,b,1,b,h,a,b
11313,1,16,b,1,2,b,c,f,i,a,6,0,b,1,b,j,a,b
11314,5,13,a,3,6,d,d,a,r,g,0,3,a,1,b,h,a,b
11315,1,12,a,1,16,b,c,a,i,a,1,5,b,1,b,b,a,b
11316,2,14,a,4,5,b,c,a,a,a,1,6,b,1,b,b,a,b
11317,2,9,a,6,13,d,d,a,m,g,0,1,a,1,b,f,a,b
11318,10,21,a,0,12,b,e,f,k,i,3,7,a,1,b,g,a,b
11319,1,18,a,5,11,b,c,f,i,b,1,0,a,1,b,j,a,b
11320,4,10,a,2,14,b,d,f,r,i,4,0,b,1,b,f,a,b
11321,4,4,a,3,3,b,c,f,b,a,3,0,b,4,b,b,a,b
11322,1,17,a,2,2,b,c,a,b,f,0,4,a,3,b,c,a,b
11323,5,6,a,1,14,b,d,f,n,i,3,4,a,1,b,f,a,b
11324,1,22,a,0,11,b,a,h,i,f,1,3,b,2,b,j,a,b
11325,4,19,b,4,15,b,d,f,k,i,1,2,a,1,b,h,a,b
11326,2,7,a,0,6,b,c,a,b,a,1,4,a,1,b,b,a,b
11327,7,16,a,2,8,b,c,h,b,f,3,2,a,3,b,b,a,b
11328,5,17,a,1,13,b,c,f,i,b,0,3,a,3,b,b,a,b
11329,4,12,a,2,1,b,d,b,k,i,1,2,b,1,b,f,a,b
11330,12,8,a,2,4,b,c,b,i,a,1,6,a,1,b,d,a,b
11331,1,17,a,1,11,b,e,f,r,f,2,0,a,1,b,g,a,b
11332,1,14,a,0,7,b,c,f,d,c,1,0,b,1,c,j,a,b
11333,2,19,a,2,10,b,c,f,e,c,1,8,b,1,b,j,a,c
11334,11,14,a,0,0,b,d,b,r,i,0,2,a,1,b,f,a,b
11335,4,20,a,4,6,a,d,f,r,f,0,4,a,2,b,h,a,b
11336,1,2,a,1,11,b,c,c,i,c,1,1,a,3,b,j,a,b
11337,7,9,a,6,16,b,c,f,i,a,3,2,a,3,b,b,a,b
11338,6,13,a,0,9,b,d,d,k,i,0,0,b,1,b,f,b,c
11339,8,17,a,3,14,b,d,a,n,g,3,2,b,1,b,h,a,b
11340,2,5,a,2,15,b,d,c,j,f,2,1,a,1,b,h,a,b
11341,4,16,a,2,7,b,c,h,d,c,4,8,b,1,b,b,a,b
11342,4,20,a,1,14,b,c,f,i,c,2,0,a,3,b,b,a,b
11343,1,20,a,2,13,b,c,c,d,f,0,7,b,3,b,d,a,b
11344,15,6,a,0,3,b,d,f,k,f,1,0,b,3,b,h,b,b
11345,5,16,a,1,7,b,c,f,a,c,0,0,a,1,b,b,a,b
11346,1,6,a,4,7,b,d,f,k,i,1,0,b,1,b,f,a,b
11347,1,18,a,5,1,b,c,b,b,a,1,0,a,1,b,b,a,b
11348,1,18,a,0,5,b,d,a,o,g,1,5,b,2,a,f,a,b
11349,1,8,a,5,4,b,e,b,r,i,0,6,a,2,b,f,f,b
11350,2,13,a,3,2,b,c,f,b,c,1,0,a,1,b,j,a,b
11351,2,21,a,1,18,b,c,f,i,c,0,4,a,1,b,a,a,b
11352,1,16,a,1,8,b,d,a,k,f,5,0,b,1,b,f,a,b
11353,4,3,a,2,16,b,c,f,i,b,1,1,a,1,b,b,a,b
11354,1,11,a,3,6,b,c,f,h,b,1,2,a,1,d,a,b,b
11355,22,19,b,0,11,b,d,h,k,f,1,0,b,1,c,h,a,b
11356,1,5,a,3,16,b,d,f,m,f,1,0,b,3,b,f,a,b
11357,7,11,a,7,1,b,c,b,i,a,1,0,b,1,b,b,f,b
11358,1,16,a,1,16,b,c,a,i,a,0,10,a,1,b,b,a,b
11359,2,9,a,1,12,b,c,f,i,c,1,0,b,1,b,j,a,b
11360,4,17,a,1,16,b,a,a,i,b,2,4,a,1,b,b,a,b
11361,1,17,a,0,2,b,a,a,g,f,1,2,a,1,b,j,a,b
11362,5,17,a,2,11,b,c,f,e,c,1,6,b,1,b,a,a,b
11363,10,14,a,3,3,b,c,f,b,a,1,10,b,2,b,b,a,b
11364,2,0,b,0,5,b,d,a,j,g,1,0,b,1,b,f,a,b
11365,1,19,a,6,8,b,c,f,e,c,3,0,a,1,b,b,a,b
11366,11,7,a,1,6,b,d,f,k,i,1,0,b,1,b,h,a,b
11367,1,1,a,0,7,b,d,f,j,i,3,1,b,1,b,h,a,b
11368,2,18,a,4,8,b,c,f,b,b,0,3,b,1,b,b,a,b
11369,8,3,a,2,16,b,d,f,m,i,0,5,b,2,b,f,a,b
11370,5,16,a,3,0,b,d,f,n,f,1,0,a,1,b,h,c,b
11371,1,7,a,1,12,b,e,f,k,f,2,9,a,1,b,h,a,b
11372,8,13,b,0,11,b,d,d,k,i,0,5,a,1,b,f,a,b
11373,3,9,a,6,16,b,c,f,i,a,0,6,a,1,b,b,a,b
11374,1,18,a,4,14,b,c,a,i,c,0,3,b,1,b,b,a,b
11375,4,12,a,6,10,d,d,f,m,f,0,0,a,1,b,f,a,b
11376,4,1,a,1,1,b,c,f,i,a,1,0,b,1,b,j,a,b
11377,8,11,a,2,13,b,c,a,b,a,1,0,a,1,b,a,a,b
11378,1,2,b,1,15,b,c,f,b,b,1,2,a,1,b,b,a,b
11379,10,0,a,0,15,b,a,c,i,c,1,0,a,1,b,b,a,b
11380,8,12,b,1,2,b,a,f,b,a,1,1,a,1,b,j,a,b
11381,8,6,a,4,10,b,e,f,r,i,5,5,a,1,b,f,a,b
11382,5,16,a,5,7,b,d,f,r,i,0,3,b,1,b,f,a,c
11383,4,20,a,1,12,b,c,c,a,c,0,0,a,1,b,j,e,b
11384,1,16,b,3,12,b,d,f,k,i,1,0,a,1,b,f,a,b
11385,6,11,b,4,17,b,d,f,r,i,0,4,a,1,b,h,a,b
11386,4,16,a,1,13,b,c,f,i,c,2,2,a,3,b,b,a,b
11387,1,22,a,2,8,d,c,a,i,c,1,3,a,2,b,b,a,b
11388,3,20,a,0,0,b,c,b,e,a,1,5,a,1,b,e,a,b
11389,1,5,a,3,4,b,d,a,k,i,1,3,b,2,b,f,a,b
11390,19,16,a,7,17,b,d,a,r,g,1,9,a,3,b,f,a,b
11391,3,17,a,2,8,d,c,f,b,f,2,3,b,1,b,b,a,b
11392,4,16,a,3,11,b,c,h,d,f,1,0,a,1,b,j,a,b
11393,7,10,a,6,17,b,c,f,i,b,1,0,b,1,b,b,a,c
11394,14,13,a,3,7,b,d,f,k,i,2,9,a,2,b,f,b,b
11395,7,14,a,2,7,b,c,h,i,c,1,0,a,1,b,b,a,b
11396,4,19,a,3,12,b,e,f,k,i,1,9,a,1,b,f,a,d
11397,3,14,b,3,2,b,c,f,i,b,0,4,a,1,b,j,a,b
11398,2,12,a,4,8,b,c,f,d,c,1,9,b,2,b,j,a,c
11399,1,16,a,2,4,b,c,a,b,a,0,4,b,3,d,b,a,b
11400,2,17,b,0,2,b,d,a,k,i,1,2,a,1,b,f,a,b
11401,5,8,a,5,15,b,c,f,i,a,1,0,b,1,b,b,a,b
11402,1,1,a,1,8,b,d,f,r,i,0,4,b,1,b,f,a,b
11403,7,18,a,3,6,b,c,a,a,b,2,0,a,1,b,b,a,b
11404,1,21,b,0,7,b,d,f,m,i,2,0,a,1,b,f,a,b
11405,10,13,a,1,4,d,d,a,j,g,1,1,b,1,b,k,a,b
11406,6,15,a,2,17,b,a,a,i,a,1,4,b,1,b,b,a,b
11407,1,13,a,5,11,b,e,f,k,i,4,7,b,1,d,f,a,b
11408,4,14,a,3,8,b,d,c,k,f,0,0,b,1,b,h,a,b
11409,5,18,a,1,1,b,d,f,r,f,0,4,a,1,b,h,a,c
11410,1,7,a,4,13,b,c,f,b,c,1,0,b,3,b,b,a,b
11411,4,17,a,2,1,b,c,b,b,a,1,5,a,1,b,e,a,b
11412,1,16,b,3,1,b,d,g,r,i,1,10,b,1,b,f,a,b
11413,1,12,a,1,6,d,c,b,b,a,0,7,a,1,b,b,f,b
11414,1,3,a,2,6,b,c,a,b,a,1,0,b,2,b,b,a,b
11415,6,11,a,6,3,b,d,f,j,i,2,1,a,2,b,f,a,b
11416,1,15,a,1,4,c,c,c,h,a,1,0,a,1,b,a,c,b
11417,1,16,a,0,5,a,e,a,n,i,1,0,b,1,b,k,a,b
11418,1,17,a,1,14,b,c,a,a,b,0,0,a,1,b,b,a,b
11419,14,11,a,0,8,b,d,h,r,f,5,0,a,1,b,f,a,b
11420,1,17,a,0,7,b,c,a,i,c,4,6,a,3,b,a,a,b
11421,1,5,a,1,13,b,d,c,r,i,1,4,b,1,b,f,a,b
11422,7,0,a,0,7,b,c,a,e,c,3,0,b,3,b,j,a,b
11423,1,15,a,1,5,b,e,a,r,f,1,0,b,1,b,f,a,b
11424,2,4,a,1,15,b,c,e,g,a,0,7,a,1,b,b,a,b
11425,1,5,a,1,6,b,d,c,k,i,3,10,b,1,b,k,a,b
11426,5,6,a,1,11,b,c,a,a,c,0,0,a,1,a,b,a,b
11427,1,20,a,3,11,b,c,f,d,f,2,0,a,1,b,j,a,b
11428,1,0,a,0,1,b,d,b,k,f,1,0,a,3,b,f,f,b
11429,4,3,a,2,7,b,c,c,b,c,2,0,b,3,b,b,a,b
11430,1,1,a,0,16,b,d,f,r,f,0,0,a,1,b,f,a,b
11431,5,11,a,1,1,b,c,b,c,a,1,0,a,4,b,b,f,b
11432,11,5,a,1,2,b,c,f,e,c,1,4,b,3,b,j,a,b
